GAME_DATE_EST,GAME_SEQUENCE,GAME_ID,TEAM_ID,TEAM_ABBREVIATION,TEAM_CITY_NAME,TEAM_WINS_LOSSES,PTS_QTR1,PTS_QTR2,PTS_QTR3,PTS_QTR4,PTS_OT1,PTS_OT2,PTS_OT3,PTS_OT4,PTS_OT5,PTS_OT6,PTS_OT7,PTS_OT8,PTS_OT9,PTS_OT10,PTS,FG_PCT,FT_PCT,FG3_PCT,AST,REB,TOV,TeamId,Playoffs
2018-02-03,2,21700776,1610612765,DET,Detroit,25-26,27,27,22,35,0,0,0,0,0,0,0,0,0,0,111,0.524,0.8240000000000001,0.34600000000000003,23,49,17,,0
2018-02-05,1,21700790,1610612765,DET,Detroit,26-26,22,27,30,32,0,0,0,0,0,0,0,0,0,0,111,0.5,0.667,0.5,36,51,14,,0
2018-02-07,1,21700805,1610612765,DET,Detroit,27-26,26,27,26,36,0,0,0,0,0,0,0,0,0,0,115,0.478,0.72,0.375,20,46,7,,0
2018-02-09,1,21700817,1610612765,DET,Detroit,27-27,30,26,24,15,0,0,0,0,0,0,0,0,0,0,95,0.409,0.765,0.32299999999999995,22,40,9,,0
2018-02-11,2,21700834,1610612765,DET,Detroit,27-28,23,33,24,35,0,0,0,0,0,0,0,0,0,0,115,0.45799999999999996,0.7879999999999999,0.39399999999999996,30,40,15,,0
2018-02-12,1,21700841,1610612765,DET,Detroit,27-29,31,21,28,23,0,0,0,0,0,0,0,0,0,0,103,0.368,0.75,0.257,18,54,14,,0
2018-02-14,1,21700853,1610612765,DET,Detroit,28-29,22,23,37,22,0,0,0,0,0,0,0,0,0,0,104,0.42200000000000004,0.84,0.39399999999999996,26,47,16,,0
2018-02-23,1,21700873,1610612765,DET,Detroit,28-30,28,21,28,21,0,0,0,0,0,0,0,0,0,0,98,0.435,0.667,0.303,16,45,13,,0
2018-02-25,1,21700892,1610612765,DET,Detroit,28-31,19,27,25,27,0,0,0,0,0,0,0,0,0,0,98,0.494,0.7140000000000001,0.222,23,41,17,,0
2018-02-26,5,21700901,1610612765,DET,Detroit,28-32,26,27,22,19,0,0,0,0,0,0,0,0,0,0,94,0.38299999999999995,0.75,0.318,20,42,13,,0
2018-02-28,1,21700913,1610612765,DET,Detroit,29-32,32,21,32,25,0,0,0,0,0,0,0,0,0,0,110,0.442,0.773,0.31,26,57,9,,0
2018-03-02,1,21700926,1610612765,DET,Detroit,29-33,29,23,30,22,2,0,0,0,0,0,0,0,0,0,106,0.435,0.583,0.414,22,43,14,,0
2018-03-03,3,21700938,1610612765,DET,Detroit,29-34,28,18,24,26,0,0,0,0,0,0,0,0,0,0,96,0.41600000000000004,0.7140000000000001,0.292,18,46,18,,0
2018-03-05,1,21700950,1610612765,DET,Detroit,29-35,28,21,21,20,0,0,0,0,0,0,0,0,0,0,90,0.391,0.667,0.353,17,40,11,,0
2018-03-07,2,21700966,1610612765,DET,Detroit,29-36,23,36,25,30,5,0,0,0,0,0,0,0,0,0,119,0.489,0.7829999999999999,0.5,27,51,16,,0
2018-03-09,1,21700977,1610612765,DET,Detroit,30-36,21,28,24,26,0,0,0,0,0,0,0,0,0,0,99,0.469,0.778,0.33299999999999996,22,50,16,,0
2018-03-13,9,21701013,1610612765,DET,Detroit,30-37,21,18,20,20,0,0,0,0,0,0,0,0,0,0,79,0.375,0.737,0.2,14,32,17,,0
2018-03-15,7,21701026,1610612765,DET,Detroit,30-38,29,22,33,29,0,0,0,0,0,0,0,0,0,0,113,0.478,0.647,0.519,30,41,11,,0
2018-03-17,11,21701045,1610612765,DET,Detroit,30-39,20,25,18,24,0,0,0,0,0,0,0,0,0,0,87,0.38799999999999996,0.75,0.4,17,43,12,,0
2018-03-19,8,21701057,1610612765,DET,Detroit,31-39,25,19,29,33,0,0,0,0,0,0,0,0,0,0,106,0.46799999999999997,0.818,0.483,17,44,9,,0
2018-03-20,6,21701063,1610612765,DET,Detroit,32-39,19,25,36,35,0,0,0,0,0,0,0,0,0,0,115,0.44299999999999995,0.875,0.41700000000000004,22,50,8,,0
2018-03-22,3,21701074,1610612765,DET,Detroit,32-40,27,23,18,20,8,0,0,0,0,0,0,0,0,0,96,0.42100000000000004,0.526,0.158,22,66,15,,0
2018-03-24,2,21701089,1610612765,DET,Detroit,33-40,36,30,29,22,0,0,0,0,0,0,0,0,0,0,117,0.494,0.833,0.381,33,49,13,,0
2018-03-26,2,21701104,1610612765,DET,Detroit,34-40,26,27,28,31,0,0,0,0,0,0,0,0,0,0,112,0.44,0.733,0.39399999999999996,21,50,7,,0
2018-03-29,1,21701124,1610612765,DET,Detroit,35-40,23,26,32,22,0,0,0,0,0,0,0,0,0,0,103,0.488,0.75,0.28600000000000003,26,44,16,,0
2018-03-31,2,21701139,1610612765,DET,Detroit,36-40,30,26,29,30,0,0,0,0,0,0,0,0,0,0,115,0.518,0.773,0.41700000000000004,24,43,9,,0
2018-04-01,6,21701148,1610612765,DET,Detroit,37-40,33,29,21,25,0,0,0,0,0,0,0,0,0,0,108,0.452,0.7809999999999999,0.368,17,53,9,,0
2018-04-04,1,21701169,1610612765,DET,Detroit,37-41,28,21,22,37,0,0,0,0,0,0,0,0,0,0,108,0.44299999999999995,0.609,0.444,30,42,17,,0
2018-04-06,1,21701181,1610612765,DET,Detroit,38-41,22,31,25,23,12,0,0,0,0,0,0,0,0,0,113,0.5,0.529,0.4,24,49,11,,0
2018-04-08,4,21701199,1610612765,DET,Detroit,38-42,22,34,28,33,0,0,0,0,0,0,0,0,0,0,117,0.409,0.7829999999999999,0.489,30,38,12,,0
2018-04-09,1,21701204,1610612765,DET,Detroit,38-43,32,28,20,18,0,0,0,0,0,0,0,0,0,0,98,0.449,0.76,0.3,22,33,3,,0
2018-04-11,6,21701224,1610612765,DET,Detroit,39-43,35,31,28,25,0,0,0,0,0,0,0,0,0,0,119,0.528,1.0,0.429,27,47,11,,0
2017-10-18,2,21700004,1610612751,BKN,Brooklyn,0-1,30,33,35,33,0,0,0,0,0,0,0,0,0,0,131,0.479,0.9059999999999999,0.4,22,43,20,,0
2017-10-20,6,21700022,1610612751,BKN,Brooklyn,1-1,29,29,31,37,0,0,0,0,0,0,0,0,0,0,126,0.5,0.7140000000000001,0.33299999999999996,22,48,18,,0
2017-10-22,1,21700038,1610612751,BKN,Brooklyn,2-1,19,37,35,25,0,0,0,0,0,0,0,0,0,0,116,0.47100000000000003,0.6759999999999999,0.40700000000000003,27,51,18,,0
2017-10-24,2,21700050,1610612751,BKN,Brooklyn,2-2,30,31,35,25,0,0,0,0,0,0,0,0,0,0,121,0.41700000000000004,0.882,0.314,21,49,15,,0
2017-10-25,4,21700058,1610612751,BKN,Brooklyn,3-2,26,29,29,28,0,0,0,0,0,0,0,0,0,0,112,0.43,0.7140000000000001,0.37,22,38,12,,0
2017-10-27,4,21700073,1610612751,BKN,Brooklyn,3-3,28,14,24,20,0,0,0,0,0,0,0,0,0,0,86,0.4,0.7140000000000001,0.36700000000000005,18,35,16,,0
2017-10-29,3,21700087,1610612751,BKN,Brooklyn,3-4,36,27,21,27,0,0,0,0,0,0,0,0,0,0,111,0.406,0.677,0.387,24,56,15,,0
2017-10-31,2,21700102,1610612751,BKN,Brooklyn,3-5,24,29,35,26,0,0,0,0,0,0,0,0,0,0,114,0.41200000000000003,0.7,0.29,15,44,7,,0
2017-11-03,12,21700130,1610612751,BKN,Brooklyn,3-6,29,26,29,28,0,0,0,0,0,0,0,0,0,0,112,0.40700000000000003,0.763,0.237,23,43,16,,0
2017-11-06,2,21700147,1610612751,BKN,Brooklyn,4-6,28,19,25,26,0,0,0,0,0,0,0,0,0,0,98,0.402,0.69,0.25,20,48,16,,0
2017-11-07,7,21700155,1610612751,BKN,Brooklyn,4-7,21,25,27,31,0,0,0,0,0,0,0,0,0,0,104,0.42700000000000005,0.773,0.314,22,47,25,,0
2017-11-10,8,21700176,1610612751,BKN,Brooklyn,5-7,21,25,31,24,0,0,0,0,0,0,0,0,0,0,101,0.429,0.579,0.316,25,49,10,,0
2017-11-11,11,21700187,1610612751,BKN,Brooklyn,5-8,25,20,30,31,0,0,0,0,0,0,0,0,0,0,106,0.461,0.7440000000000001,0.304,13,41,17,,0
2017-11-14,1,21700201,1610612751,BKN,Brooklyn,5-9,21,31,19,31,0,0,0,0,0,0,0,0,0,0,102,0.44299999999999995,0.625,0.4,26,43,14,,0
2017-11-17,3,21700219,1610612751,BKN,Brooklyn,6-9,39,26,24,29,0,0,0,0,0,0,0,0,0,0,118,0.512,0.75,0.45899999999999996,27,36,12,,0
2017-11-19,3,21700236,1610612751,BKN,Brooklyn,6-10,20,22,42,27,0,0,0,0,0,0,0,0,0,0,111,0.358,0.6920000000000001,0.33299999999999996,24,52,13,,0
2017-11-22,2,21700254,1610612751,BKN,Brooklyn,6-11,17,29,31,32,0,0,0,0,0,0,0,0,0,0,109,0.519,0.688,0.37799999999999995,26,42,19,,0
2017-11-24,1,21700267,1610612751,BKN,Brooklyn,6-12,32,21,39,33,0,0,0,0,0,0,0,0,0,0,125,0.5,0.7140000000000001,0.4,25,47,9,,0
2017-11-26,3,21700289,1610612751,BKN,Brooklyn,7-12,19,28,32,19,0,0,0,0,0,0,0,0,0,0,98,0.446,0.826,0.44799999999999995,19,43,17,,0
2017-11-27,5,21700294,1610612751,BKN,Brooklyn,7-13,26,29,25,23,0,0,0,0,0,0,0,0,0,0,103,0.465,0.765,0.256,24,43,13,,0
2017-11-29,8,21700310,1610612751,BKN,Brooklyn,8-13,21,27,32,29,0,0,0,0,0,0,0,0,0,0,109,0.467,0.56,0.379,25,52,14,,0
2017-12-02,3,21700328,1610612751,BKN,Brooklyn,8-14,22,23,30,27,0,0,0,0,0,0,0,0,0,0,102,0.415,0.81,0.405,26,46,19,,0
2017-12-04,4,21700342,1610612751,BKN,Brooklyn,9-14,33,20,31,26,0,0,0,0,0,0,0,0,0,0,110,0.48200000000000004,0.867,0.41700000000000004,29,52,22,,0
2017-12-07,3,21700365,1610612751,BKN,Brooklyn,10-14,20,29,25,26,0,0,0,0,0,0,0,0,0,0,100,0.43799999999999994,0.633,0.297,24,49,13,,0
2017-12-09,2,21700376,1610612751,BKN,Brooklyn,10-15,26,27,19,17,0,0,0,0,0,0,0,0,0,0,89,0.40700000000000003,0.8420000000000001,0.259,16,43,12,,0
2017-12-12,4,21700400,1610612751,BKN,Brooklyn,11-15,30,21,28,24,0,0,0,0,0,0,0,0,0,0,103,0.405,0.758,0.233,26,53,14,,0
2017-12-14,2,21700414,1610612751,BKN,Brooklyn,11-16,26,24,32,22,0,0,0,0,0,0,0,0,0,0,104,0.446,0.7829999999999999,0.28600000000000003,21,43,17,,0
2017-12-15,7,21700424,1610612751,BKN,Brooklyn,11-17,20,24,20,23,0,0,0,0,0,0,0,0,0,0,87,0.42100000000000004,0.8420000000000001,0.304,15,37,22,,0
2017-12-17,3,21700439,1610612751,BKN,Brooklyn,11-18,29,19,24,25,0,0,0,0,0,0,0,0,0,0,97,0.42,0.81,0.364,26,29,9,,0
2017-12-20,4,21700457,1610612751,BKN,Brooklyn,11-19,20,28,27,24,0,0,0,0,0,0,0,0,0,0,99,0.39,0.87,0.35700000000000004,15,38,10,,0
2017-12-22,3,21700473,1610612751,BKN,Brooklyn,12-19,26,27,35,31,0,0,0,0,0,0,0,0,0,0,119,0.5,0.81,0.341,29,60,14,,0
2017-12-23,3,21700482,1610612751,BKN,Brooklyn,12-20,28,29,24,30,8,0,0,0,0,0,0,0,0,0,119,0.429,0.76,0.444,24,51,10,,0
2017-12-26,5,21700502,1610612751,BKN,Brooklyn,12-21,16,28,25,28,0,0,0,0,0,0,0,0,0,0,97,0.419,0.778,0.375,23,45,13,,0
2017-12-27,6,21700511,1610612751,BKN,Brooklyn,12-22,23,23,29,38,0,0,0,0,0,0,0,0,0,0,113,0.456,0.857,0.5,26,43,15,,0
2017-12-29,3,21700523,1610612751,BKN,Brooklyn,13-22,24,35,36,16,0,0,0,0,0,0,0,0,0,0,111,0.494,0.88,0.423,25,54,18,,0
2017-12-31,3,21700539,1610612751,BKN,Brooklyn,13-23,28,31,17,29,0,0,0,0,0,0,0,0,0,0,105,0.41100000000000003,0.8420000000000001,0.306,25,45,9,,0
2018-01-01,1,21700545,1610612751,BKN,Brooklyn,14-23,22,25,24,27,0,0,0,0,0,0,0,0,0,0,98,0.439,0.7390000000000001,0.36,17,52,13,,0
2018-01-03,4,21700557,1610612751,BKN,Brooklyn,15-23,24,24,23,27,0,0,0,0,0,0,0,0,0,0,98,0.514,0.909,0.467,22,38,19,,0
2018-01-06,2,21700579,1610612751,BKN,Brooklyn,15-24,22,19,20,24,0,0,0,0,0,0,0,0,0,0,85,0.33,0.8640000000000001,0.19399999999999998,11,55,16,,0
2018-01-08,2,21700592,1610612751,BKN,Brooklyn,15-25,19,25,27,36,6,0,0,0,0,0,0,0,0,0,113,0.39,0.821,0.364,22,55,16,,0
2018-01-10,4,21700606,1610612751,BKN,Brooklyn,15-26,26,15,20,19,0,0,0,0,0,0,0,0,0,0,80,0.365,0.9329999999999999,0.324,19,35,17,,0
2018-01-12,4,21700621,1610612751,BKN,Brooklyn,16-26,25,28,21,36,0,0,0,0,0,0,0,0,0,0,110,0.46,0.654,0.382,29,43,14,,0
2018-01-13,4,21700630,1610612751,BKN,Brooklyn,16-27,18,21,35,33,6,0,0,0,0,0,0,0,0,0,113,0.424,0.85,0.27899999999999997,28,47,15,,0
2018-01-15,5,21700642,1610612751,BKN,Brooklyn,16-28,24,18,39,23,0,0,0,0,0,0,0,0,0,0,104,0.368,0.8059999999999999,0.344,16,45,11,,0
2018-01-17,3,21700655,1610612751,BKN,Brooklyn,16-29,26,20,18,31,0,0,0,0,0,0,0,0,0,0,95,0.42200000000000004,0.667,0.361,23,47,14,,0
2018-01-19,2,21700668,1610612751,BKN,Brooklyn,17-29,21,22,24,34,0,0,0,0,0,0,0,0,0,0,101,0.474,0.769,0.281,20,44,14,,0
2018-01-21,3,21700685,1610612751,BKN,Brooklyn,18-29,30,23,24,24,0,0,0,0,0,0,0,0,0,0,101,0.46299999999999997,0.7,0.419,23,46,15,,0
2018-01-23,2,21700697,1610612751,BKN,Brooklyn,18-30,26,33,26,23,0,0,0,0,0,0,0,0,0,0,108,0.46799999999999997,0.72,0.42100000000000004,27,45,12,,0
2018-01-26,6,21700719,1610612751,BKN,Brooklyn,18-31,15,20,37,19,0,0,0,0,0,0,0,0,0,0,91,0.371,0.85,0.235,18,45,14,,0
2018-01-27,6,21700729,1610612751,BKN,Brooklyn,18-32,11,31,23,32,0,0,0,0,0,0,0,0,0,0,97,0.46299999999999997,0.8,0.3,22,43,15,,0
2018-01-30,2,21700745,1610612751,BKN,Brooklyn,18-33,22,19,28,26,0,0,0,0,0,0,0,0,0,0,95,0.414,0.875,0.243,15,49,17,,0
2018-01-31,4,21700756,1610612751,BKN,Brooklyn,19-33,30,34,27,25,0,0,0,0,0,0,0,0,0,0,116,0.506,0.893,0.406,19,39,11,,0
2018-02-02,3,21700768,1610612751,BKN,Brooklyn,19-34,26,31,28,14,0,0,0,0,0,0,0,0,0,0,99,0.451,0.696,0.31,20,38,11,,0
2018-02-04,2,21700785,1610612751,BKN,Brooklyn,19-35,22,19,31,22,0,0,0,0,0,0,0,0,0,0,94,0.41100000000000003,0.7859999999999999,0.31,25,36,9,,0
2018-02-06,4,21700800,1610612751,BKN,Brooklyn,19-36,31,32,23,27,0,0,0,0,0,0,0,0,0,0,113,0.48200000000000004,0.882,0.457,24,37,11,,0
2018-02-07,1,21700805,1610612751,BKN,Brooklyn,19-37,21,29,23,33,0,0,0,0,0,0,0,0,0,0,106,0.433,0.917,0.33299999999999996,33,50,19,,0
2018-02-10,1,21700826,1610612751,BKN,Brooklyn,19-38,22,30,33,31,8,4,0,0,0,0,0,0,0,0,128,0.377,0.955,0.35600000000000004,30,60,15,,0
2018-02-12,3,21700843,1610612751,BKN,Brooklyn,19-39,22,29,16,34,0,0,0,0,0,0,0,0,0,0,101,0.461,0.7,0.3,27,37,12,,0
2018-02-14,4,21700856,1610612751,BKN,Brooklyn,19-40,23,31,25,24,0,0,0,0,0,0,0,0,0,0,103,0.42200000000000004,0.741,0.371,24,44,13,,0
2018-02-22,1,21700867,1610612751,BKN,Brooklyn,19-41,28,25,21,22,0,0,0,0,0,0,0,0,0,0,96,0.387,0.7140000000000001,0.326,27,41,9,,0
2018-02-26,3,21700899,1610612751,BKN,Brooklyn,20-41,28,21,35,20,0,0,0,0,0,0,0,0,0,0,104,0.444,1.0,0.381,31,48,15,,0
2018-02-27,2,21700908,1610612751,BKN,Brooklyn,20-42,29,32,30,32,0,0,0,0,0,0,0,0,0,0,123,0.537,0.767,0.375,29,36,12,,0
2018-03-01,3,21700924,1610612751,BKN,Brooklyn,20-43,31,20,28,21,11,0,0,0,0,0,0,0,0,0,111,0.41700000000000004,0.8240000000000001,0.37,27,51,21,,0
2018-03-04,6,21700948,1610612751,BKN,Brooklyn,20-44,27,26,33,34,0,0,0,0,0,0,0,0,0,0,120,0.435,0.9129999999999999,0.42200000000000004,30,44,14,,0
2018-03-06,7,21700963,1610612751,BKN,Brooklyn,20-45,19,34,27,21,0,0,0,0,0,0,0,0,0,0,101,0.424,0.8,0.265,24,38,12,,0
2018-03-08,1,21700972,1610612751,BKN,Brooklyn,21-45,35,30,31,29,0,0,0,0,0,0,0,0,0,0,125,0.511,0.909,0.344,30,43,10,,0
2018-03-11,8,21700999,1610612751,BKN,Brooklyn,21-46,25,35,23,14,0,0,0,0,0,0,0,0,0,0,97,0.38799999999999996,0.875,0.35700000000000004,17,42,18,,0
2018-03-13,4,21701008,1610612751,BKN,Brooklyn,21-47,40,27,18,17,0,0,0,0,0,0,0,0,0,0,102,0.40700000000000003,0.895,0.41700000000000004,21,38,11,,0
2018-03-16,2,21701030,1610612751,BKN,Brooklyn,21-48,33,25,23,35,0,0,0,0,0,0,0,0,0,0,116,0.449,0.778,0.5,25,47,12,,0
2018-03-17,4,21701037,1610612751,BKN,Brooklyn,22-48,30,29,29,26,0,0,0,0,0,0,0,0,0,0,114,0.512,0.737,0.389,25,43,10,,0
2018-03-19,4,21701053,1610612751,BKN,Brooklyn,23-48,32,33,22,31,0,0,0,0,0,0,0,0,0,0,118,0.5,0.75,0.4,27,41,22,,0
2018-03-21,3,21701067,1610612751,BKN,Brooklyn,23-49,34,28,25,18,0,0,0,0,0,0,0,0,0,0,105,0.419,0.667,0.35100000000000003,22,46,12,,0
2018-03-23,5,21701082,1610612751,BKN,Brooklyn,23-50,32,32,27,21,0,0,0,0,0,0,0,0,0,0,112,0.488,0.613,0.40700000000000003,21,40,9,,0
2018-03-25,1,21701094,1610612751,BKN,Brooklyn,23-51,30,32,27,25,0,0,0,0,0,0,0,0,0,0,114,0.45799999999999996,0.8079999999999999,0.45899999999999996,27,38,9,,0
2018-03-28,2,21701117,1610612751,BKN,Brooklyn,24-51,36,22,27,26,0,0,0,0,0,0,0,0,0,0,111,0.46,0.8640000000000001,0.353,28,48,8,,0
2018-03-31,4,21701141,1610612751,BKN,Brooklyn,25-51,22,26,32,21,9,0,0,0,0,0,0,0,0,0,110,0.429,0.7859999999999999,0.28600000000000003,28,47,15,,0
2018-04-01,6,21701148,1610612751,BKN,Brooklyn,25-52,28,20,22,26,0,0,0,0,0,0,0,0,0,0,96,0.425,0.667,0.27899999999999997,23,40,12,,0
2018-04-03,2,21701157,1610612751,BKN,Brooklyn,25-53,22,27,22,24,0,0,0,0,0,0,0,0,0,0,95,0.42,0.435,0.405,20,36,18,,0
2018-04-05,4,21701178,1610612751,BKN,Brooklyn,26-53,30,22,31,36,0,0,0,0,0,0,0,0,0,0,119,0.547,0.857,0.48700000000000004,30,41,17,,0
2018-04-07,3,21701193,1610612751,BKN,Brooklyn,27-53,28,35,33,28,0,0,0,0,0,0,0,0,0,0,124,0.5,0.727,0.436,36,46,13,,0
2018-04-09,2,21701205,1610612751,BKN,Brooklyn,28-53,29,33,24,28,0,0,0,0,0,0,0,0,0,0,114,0.5,0.9329999999999999,0.429,32,38,17,,0
2018-04-11,1,21701219,1610612751,BKN,Brooklyn,28-54,22,21,27,27,0,0,0,0,0,0,0,0,0,0,97,0.40700000000000003,0.75,0.275,27,44,15,,0
2017-10-18,2,21700004,1610612754,IND,Indiana,1-0,29,36,41,34,0,0,0,0,0,0,0,0,0,0,140,0.52,0.7809999999999999,0.265,29,47,14,1610612754.0,1
2017-10-20,2,21700018,1610612754,IND,Indiana,1-1,25,27,21,23,0,0,0,0,0,0,0,0,0,0,96,0.449,0.667,0.222,15,39,12,1610612754.0,1
2017-10-21,3,21700029,1610612754,IND,Indiana,1-2,31,19,26,32,0,0,0,0,0,0,0,0,0,0,108,0.44799999999999995,0.7140000000000001,0.368,18,45,10,1610612754.0,1
2017-10-24,4,21700052,1610612754,IND,Indiana,2-2,33,28,37,32,0,0,0,0,0,0,0,0,0,0,130,0.667,0.727,0.455,31,42,17,1610612754.0,1
2017-10-25,6,21700060,1610612754,IND,Indiana,2-3,27,21,26,22,0,0,0,0,0,0,0,0,0,0,96,0.337,0.857,0.345,13,41,19,1610612754.0,1
2017-10-29,2,21700086,1610612754,IND,Indiana,3-3,26,27,15,29,0,0,0,0,0,0,0,0,0,0,97,0.46799999999999997,0.75,0.455,21,44,19,1610612754.0,1
2017-10-31,1,21700101,1610612754,IND,Indiana,4-3,24,31,14,32,0,0,0,0,0,0,0,0,0,0,101,0.424,0.773,0.414,25,53,14,1610612754.0,1
2017-11-01,2,21700106,1610612754,IND,Indiana,5-3,30,32,30,32,0,0,0,0,0,0,0,0,0,0,124,0.544,0.769,0.615,35,43,11,1610612754.0,1
2017-11-03,3,21700121,1610612754,IND,Indiana,5-4,28,35,26,21,0,0,0,0,0,0,0,0,0,0,110,0.46399999999999997,0.632,0.28600000000000003,25,40,11,1610612754.0,1
2017-11-05,7,21700142,1610612754,IND,Indiana,5-5,33,29,22,17,0,0,0,0,0,0,0,0,0,0,101,0.46799999999999997,0.882,0.48,24,34,12,1610612754.0,1
2017-11-07,2,21700150,1610612754,IND,Indiana,5-6,37,38,19,18,0,0,0,0,0,0,0,0,0,0,112,0.473,0.833,0.375,19,41,10,1610612754.0,1
2017-11-08,1,21700159,1610612754,IND,Indiana,5-7,30,22,23,22,0,0,0,0,0,0,0,0,0,0,97,0.43200000000000005,0.778,0.292,22,38,15,1610612754.0,1
2017-11-10,3,21700171,1610612754,IND,Indiana,6-7,27,18,35,25,0,0,0,0,0,0,0,0,0,0,105,0.512,0.583,0.414,27,51,18,1610612754.0,1
2017-11-12,3,21700190,1610612754,IND,Indiana,6-8,18,33,20,24,0,0,0,0,0,0,0,0,0,0,95,0.446,0.619,0.364,18,41,13,1610612754.0,1
2017-11-15,5,21700208,1610612754,IND,Indiana,7-8,34,33,30,19,0,0,0,0,0,0,0,0,0,0,116,0.506,0.9,0.5,29,36,12,1610612754.0,1
2017-11-17,1,21700217,1610612754,IND,Indiana,8-8,23,24,24,36,0,0,0,0,0,0,0,0,0,0,107,0.43799999999999994,0.667,0.536,22,51,10,1610612754.0,1
2017-11-19,2,21700235,1610612754,IND,Indiana,9-8,29,29,32,30,0,0,0,0,0,0,0,0,0,0,120,0.6,0.875,0.478,33,42,12,1610612754.0,1
2017-11-20,3,21700243,1610612754,IND,Indiana,10-8,34,16,28,27,0,0,0,0,0,0,0,0,0,0,105,0.41600000000000004,0.7929999999999999,0.4,25,48,12,1610612754.0,1
2017-11-24,5,21700271,1610612754,IND,Indiana,11-8,29,21,31,26,0,0,0,0,0,0,0,0,0,0,107,0.45799999999999996,0.741,0.423,19,41,16,1610612754.0,1
2017-11-25,5,21700281,1610612754,IND,Indiana,11-9,32,22,16,28,0,0,0,0,0,0,0,0,0,0,98,0.48700000000000004,1.0,0.304,20,36,18,1610612754.0,1
2017-11-27,1,21700290,1610612754,IND,Indiana,12-9,33,24,28,36,0,0,0,0,0,0,0,0,0,0,121,0.532,0.846,0.5770000000000001,25,43,14,1610612754.0,1
2017-11-29,6,21700308,1610612754,IND,Indiana,12-10,27,22,22,26,0,0,0,0,0,0,0,0,0,0,97,0.47700000000000004,1.0,0.25,18,36,14,1610612754.0,1
2017-12-01,3,21700319,1610612754,IND,Indiana,12-11,32,26,31,26,0,0,0,0,0,0,0,0,0,0,115,0.441,0.773,0.308,21,46,10,1610612754.0,1
2017-12-04,2,21700340,1610612754,IND,Indiana,13-11,31,35,29,20,0,0,0,0,0,0,0,0,0,0,115,0.535,0.8,0.423,28,44,16,1610612754.0,1
2017-12-06,2,21700354,1610612754,IND,Indiana,14-11,20,19,30,29,0,0,0,0,0,0,0,0,0,0,98,0.44799999999999995,0.8,0.353,21,39,13,1610612754.0,1
2017-12-08,3,21700369,1610612754,IND,Indiana,15-11,32,25,32,17,0,0,0,0,0,0,0,0,0,0,106,0.442,0.625,0.385,21,49,8,1610612754.0,1
2017-12-10,3,21700387,1610612754,IND,Indiana,16-11,22,37,31,24,12,0,0,0,0,0,0,0,0,0,126,0.527,0.818,0.4,24,40,11,1610612754.0,1
2017-12-13,1,21700404,1610612754,IND,Indiana,16-12,27,19,23,26,0,0,0,0,0,0,0,0,0,0,95,0.449,0.667,0.355,18,42,13,1610612754.0,1
2017-12-15,2,21700419,1610612754,IND,Indiana,16-13,19,35,20,24,0,0,0,0,0,0,0,0,0,0,98,0.402,0.76,0.3,21,51,13,1610612754.0,1
2017-12-17,3,21700439,1610612754,IND,Indiana,17-13,28,31,21,29,0,0,0,0,0,0,0,0,0,0,109,0.5660000000000001,0.789,0.444,21,43,15,1610612754.0,1
2017-12-18,2,21700442,1610612754,IND,Indiana,17-14,21,26,31,33,0,0,0,0,0,0,0,0,0,0,111,0.46799999999999997,0.789,0.33299999999999996,14,38,12,1610612754.0,1
2017-12-20,2,21700455,1610612754,IND,Indiana,18-14,28,25,25,27,0,0,0,0,0,0,0,0,0,0,105,0.488,0.9470000000000001,0.33299999999999996,19,37,9,1610612754.0,1
2017-12-23,3,21700482,1610612754,IND,Indiana,19-14,21,20,39,31,12,0,0,0,0,0,0,0,0,0,123,0.522,0.792,0.435,31,41,8,1610612754.0,1
2017-12-26,1,21700498,1610612754,IND,Indiana,19-15,19,26,21,17,0,0,0,0,0,0,0,0,0,0,83,0.442,0.6920000000000001,0.28600000000000003,18,26,12,1610612754.0,1
2017-12-27,2,21700507,1610612754,IND,Indiana,19-16,29,25,20,20,0,0,0,0,0,0,0,0,0,0,94,0.48100000000000004,0.8,0.4,27,39,15,1610612754.0,1
2017-12-29,4,21700524,1610612754,IND,Indiana,19-17,27,25,25,30,0,0,0,0,0,0,0,0,0,0,107,0.462,0.7,0.318,22,43,10,1610612754.0,1
2017-12-31,2,21700538,1610612754,IND,Indiana,19-18,13,25,20,32,0,0,0,0,0,0,0,0,0,0,90,0.38799999999999996,0.778,0.4,20,43,16,1610612754.0,1
2018-01-03,8,21700561,1610612754,IND,Indiana,19-19,26,26,24,25,0,0,0,0,0,0,0,0,0,0,101,0.488,0.8420000000000001,0.2,24,30,14,1610612754.0,1
2018-01-06,4,21700581,1610612754,IND,Indiana,20-19,31,33,37,24,0,0,0,0,0,0,0,0,0,0,125,0.5579999999999999,0.778,0.484,24,49,12,1610612754.0,1
2018-01-08,1,21700591,1610612754,IND,Indiana,21-19,37,27,24,21,0,0,0,0,0,0,0,0,0,0,109,0.557,0.7,0.318,30,40,16,1610612754.0,1
2018-01-10,2,21700604,1610612754,IND,Indiana,21-20,26,21,31,28,0,0,0,0,0,0,0,0,0,0,106,0.494,0.655,0.055999999999999994,13,45,14,1610612754.0,1
